name,status,espnId,dob,citizenship,debutUsed,checkNote
Jacob Small,miss,,,,,
Donelei Benedetto,found,4688505,1992-01-01,USA,2015-08-01,
Derek Perkins,miss,3527510,,,,no dob on record
Mikey Patterson,miss,,,,,
Kevin Villamizar,miss,,,,,
Claudio Iancu,miss,4909209,,,,no dob on record
Joe Stafford,miss,,,,,
Carlton Terrance,miss,5221353,,,,no dob on record
Darryol Humphrey,miss,,,,,
Nubia Santos do Nascimento,found,4257423,1981-06-21,Brazil,2015-01-31,
Heath Herring,found,2335302,1978-03-02,USA,2002-11-24,
Miguel Rosales,miss,,,,,
Blanca Medina,found,5347028,1999-12-17,Spain,2022-05-27,
Evan Samad,miss,,,,,
Sindile Manengela,miss,5077495,,,,no dob on record
Jessy Chateauneuf,miss,5145778,,,,no dob on record
Yuji Oba,miss,,,,,
Gleidson Marques,miss,5077310,,,,no dob on record
Damien Herrera,miss,,,,,
Ion Grigore,found,4421736,1978-03-15,Romania,2017-10-30,
Christopher Gates,miss,,,,,
Arlan Faurillo,found,4911327,1989-04-20,Philippines,2016-09-10,
Pan Hui,miss,,,,,
Shunpei Ota,miss,,,,,
Jay Gray,found,4575872,1991-09-11,,2016-02-20,
Keith Bullock,miss,4237932,,,,no dob on record
Michal Kotalik,miss,,,,,
Jeremiah Denson,miss,3931353,,,,no dob on record
B.J. Penn,found,2335629,1978-12-13,USA,2001-11-02,
Hayley Valentine,miss,,,,,
Yuuji Akasaki,miss,,,,,
Marvin Wolff,miss,4693640,,,,no dob on record
Alessio Barbara,miss,5332621,,,,no dob on record
Ruben Trujillo,miss,3156326,,,,no dob on record
Wubuli Ailishati,miss,,,,,
Nicholas Gjelaj,found,5369416,2000-06-01,USA,2024-02-09,
Eric Smith,miss,,,,,
Cole Wilken,miss,4611696,,,,no dob on record
Egidijus Valavicius,found,2473805,1978-12-23,,2003-04-05,
Tanya Nijjar,found,5212847,1994-11-10,Canada,2022-08-05,
James Cannon,found,5148646,1995-03-08,USA,2014-03-22,
Amber Tackett,miss,3960264,,,,no dob on record
Jorge Serrano,found,4342234,1991-05-12,USA,2015-08-01,
Pawel Brandys,miss,4013870,,,,no dob on record
Kalifa Seydi,miss,4737958,,,,no dob on record
Dustin Kempf,found,3146494,1985-07-26,USA,2012-12-15,
Yuya Matsuno,miss,,,,,
Alma Cespedes,miss,5369678,,,,no dob on record
Carlos Canada,rejected,4882187,,,,name mismatch: Carlos Enrique Canada
Shuichiro Katsumura,miss,2557799,,,,no dob on record
Mike Hansen,miss,4238106,,,,no dob on record
Javier Baez,miss,4699453,,,,no dob on record
Duane Ludwig,found,2354121,1978-08-04,,2003-01-25,
Cameron Hardy,found,4888737,1994-12-06,England,2019-03-02,
Yutaro Kawaguchi,miss,,,,,
Thiago de Oliveira Perpetuo,miss,,,,,
Mike Villareal,miss,4835150,,,,no dob on record
Banzaragch Enkhjargal,found,5200308,1996-09-12,Mongolia,2019-06-22,
Nicholas Jackson,miss,3111996,,,,no dob on record
Marcus Almeida,miss,,,,,
Mladen Kujundzic,found,4592917,1989-08-05,Croatia,2020-11-27,
Enrique Marte,miss,5078149,,,,no dob on record
Deron Carlis,miss,4288903,,,,no dob on record
Elizabeth Rodriguez,ambiguous,,,,,2 MMA ids
Woody Roberts,miss,,,,,
Willian Barbosa,miss,5215465,,,,no dob on record
Troy Sterling,miss,,,,,
Joshua Hunter,found,4812493,1986-04-20,USA,2016-02-27,
Jordan Nash,found,5382611,1997-01-14,,2023-02-18,
Ginseng Poit DuJour,miss,,,,,
Paval Masalski,found,4082405,1994-07-03,Belarus,2014-05-27,
Boris Miroshnichenko,found,3099098,1990-04-26,Belarus,2013-02-03,
Taisei Hata,miss,,,,,
Matt Doherty,miss,3142508,,,,no dob on record
SiLe Hu,miss,,,,,
Aaron Williams,miss,,,,,
Ryusei Teramoto,miss,,,,,
Rommel Castellanos,miss,,,,,
Alan Francis,found,4411086,1983-12-30,Brazil,2013-06-29,
Nick Baker,miss,3032962,,,,no dob on record
Jeremiah Sierra,miss,4877938,,,,no dob on record
Gilson Lomanto,miss,3146351,,,,no dob on record
Syuya Hoshino,miss,,,,,
Toby Imada,found,2354547,1979-07-16,,2002-05-09,
Railson Paixao,miss,,,,,
Mike Ricci,found,2512983,1986-03-18,Canada,2009-11-14,
Marius Zaromskis,found,2499264,1980-07-30,Lithuania,2011-06-10,
Josh Lange,miss,4031493,,,,no dob on record
Osman Minbatirov,miss,3151941,,,,no dob on record
Marney Maxx,miss,,,,,
Ricardo Rivera,miss,,,,,
Erick Urban,miss,4406639,,,,no dob on record
Naoto Shimizu,found,5075671,1996-02-14,Japan,2016-12-17,
Dhruv Chaudhary,found,5208142,1993-11-11,India,2014-03-30,
Tryston Hutchinson,miss,5210597,,,,no dob on record
Julian Shore,miss,,,,,
Daniel de Franca,miss,,,,,
James Duckett,miss,4830095,,,,no dob on record
Ryo Iseki,found,4808772,1985-02-03,Japan,2010-09-26,
Richardson Santos,miss,,,,,
Shanati Shamaiti,miss,4895395,,,,no dob on record
Mizuho Matsuyama,miss,5277355,,,,no dob on record
Yulia Ostroverkhova,found,5216894,1989-06-11,Russia,2020-12-12,
Taku Kajikawa,found,3104754,1983-01-11,Japan,2012-04-14,
Laura Sanchez,found,4711404,1990-07-14,USA,2020-01-25,
Kenia Rosas Martinez,miss,,,,,
Justin Hughes,found,4546647,1987-12-04,USA,2014-02-08,
Thomas Hodge III,miss,,,,,
Nelson Paixao,miss,5077490,,,,no dob on record
Fagner Rakchal,miss,4426277,,,,no dob on record
Abdelhak Amhidra,miss,5210893,,,,no dob on record
Christian Hightower,miss,,,,,
Brandon Noble,miss,4684027,,,,no dob on record
Girikhan Khamurzaev,miss,,,,,
Ousmane Thomas Diagne,found,2553989,1983-09-03,France,2009-05-15,
Donta Wade,miss,4245225,,,,no dob on record
Brian Karmolinski,miss,4218543,,,,no dob on record
Annie DeCrescente,miss,4234265,,,,no dob on record
Arielle Souza,found,4197450,1993-10-05,Brazil,2014-10-25,
Bryanna Fissori,miss,3956293,,,,no dob on record
Mardin Velasquez,miss,,,,,
LaVerne Clark,miss,2488864,,,,no dob on record
Erick Gomes de Oliveira,miss,,,,,
Ivan Rats,found,5121547,1996-04-26,Ukraine,2017-08-19,
Kosuke Terashima,found,3031580,1988-06-30,,2012-04-28,
Younes Chemali,miss,5210595,,,,no dob on record
Hiroki Takayama,miss,,,,,
Arcangelo Oliveira,miss,,,,,
Mark Connor,miss,3077631,,,,no dob on record
Sora Ichinomoto,miss,,,,,
Luke Newland,miss,5309872,,,,no dob on record
Simone Manno,miss,,,,,
Jhon Grueso,miss,,,,,
Niam Stephen,miss,5144055,,,,no dob on record
Devin Paulk,miss,5125390,,,,no dob on record
Jarrett Becks,miss,2501535,,,,no dob on record
Adam Yusupov,miss,5310658,,,,no dob on record
Xuwang Yang,miss,,,,,
Michael Stahl,miss,,,,,
Walter Flores,found,4683520,1988-07-11,USA,2017-05-12,
Landon Ackel,miss,4024481,,,,no dob on record
Atsushi Takeuchi,found,4013060,1973-03-16,Japan,2004-07-04,
Guilherme Neres,miss,,,,,
Niko Price,found,4077451,1989-09-29,USA,2015-02-06,
Curt Warburton,miss,2509286,,,,no dob on record
Scott Thometz,miss,3031813,,,,no dob on record
Christian Gavilanez,miss,,,,,
Said Al Hamid,miss,,,,,
Brooksie Bayard,miss,3169415,,,,no dob on record
Zijie Cui,miss,,,,,
Roger Smith,miss,5234049,,,,no dob on record
Isaiah Flores,miss,,,,,
Sarah Shell,found,4689798,1987-12-21,USA,2014-05-16,
Andre Monroe,miss,,,,,
Bernie Gomm,miss,4905018,,,,no dob on record
Alex Macias,miss,5079263,,,,no dob on record
Santiago Diaz,miss,4976649,,,,no dob on record
Paolo Lamberto,miss,4315129,,,,no dob on record
Kurban Chokuev,miss,,,,,
Paulo Henrique Garcia Rodrigues,miss,2563804,,,,no dob on record
Carol Kerr,found,5234297,1993-08-20,Brazil,2021-03-27,
Jordan Downey,found,4881051,1990-09-05,USA,2017-11-24,
Fadi Haiyadre,miss,,,,,
Joey Carroll,miss,2969824,,,,no dob on record
Kenny Champion,miss,4781815,,,,no dob on record
Rob Gooch,found,4012637,1990-03-29,USA,2011-03-27,
Eddie Gordon,found,3112018,1983-07-22,USA,2015-04-18,
Keigo Maeda,found,5290285,2002-03-09,Japan,2022-11-23,
Luis Ceron,miss,,,,,
Adriano Conceicao,miss,,,,,
Jennifer Chieng,found,4950354,1986-04-29,Micronesia,2018-10-13,
Jesse Parker,miss,4695813,,,,no dob on record
Patrick Martin,found,4423182,1983-10-10,USA,2008-03-29,
David Juliano,miss,,,,,
Daniel Oseguera,miss,4836834,,,,no dob on record
Salina Rowland,found,4374741,1993-05-11,USA,2018-07-27,
Tomoharu Toda,found,4082635,1986-10-23,,2010-02-07,
Kenneth Seegrist,found,2951432,1980-10-21,,2008-09-20,
Yisimayili Muhetaer,miss,,,,,
Akira Torigoshi,miss,,,,,
Ryan Rohovich,found,4065387,1987-03-20,Canada,2014-10-24,
Hank Weiss,miss,2555940,,,,no dob on record
Tyree Sutton,miss,,,,,
Thomas Denham,miss,3162140,,,,no dob on record
Marcos Vinicius Costa Silva,found,3900953,1979-12-03,Brazil,2010-05-20,
Ali Maclean,found,3011930,1990-02-05,,2007-10-20,
Romello Union,miss,,,,,
Kenji Nagaki,miss,,,,,
Kazuki Fujita,miss,,,,,
Timehin Babalola,miss,,,,,
Adam Amado,miss,,,,,
Kathleen Noy Nelson,found,5195733,1995-05-25,USA,2024-05-04,
Nicolas Djurdjevic,found,4077669,1981-05-07,France,2014-12-20,
Jesse Juarez,miss,2560798,,,,no dob on record
Morgan Starkey,miss,,,,,
Pavel Salcak,miss,,,,,
Yuta Kiuchi,miss,,,,,
Kastriot Xhema,found,4388600,1992-01-22,USA,2017-04-21,
Israelsson Severo,miss,4245601,,,,no dob on record
Rakim Thorpe,miss,5151686,,,,no dob on record
Brian Cobb,found,2501391,1980-09-03,USA,2007-08-18,
Mohamed Mashaly,found,5350556,1983-11-28,Egypt,2012-07-06,
Nathan Davies,miss,,,,,
Jonas Povilavicius,miss,,,,,
James Brown,miss,,,,,
Masahide Hiraoka,found,4808771,1992-12-25,Japan,2016-04-24,
Wellington Silva Lopes,found,5103789,1989-09-10,Brazil,2017-07-29,
Orlando Ortega,found,4781814,1992-09-23,USA,2020-10-29,
Nour El Islam,miss,,,,,
Taichi Yamada,miss,,,,,
Thiago Henrique,ambiguous,,,,,2 MMA ids
Jacob Kindig,miss,,,,,
Ryan McGowan,found,4392323,1982-01-20,USA,2016-10-15,
Josh Hendricks,found,2431268,1976-08-28,,2004-09-24,
Hyuga Miyagawa,found,5364295,2002-07-12,Japan,2021-11-21,
Simon Carlsen,miss,2967029,,,,no dob on record
Cleiton Caetano,miss,4420534,,,,no dob on record
Marco Santos,miss,4271744,,,,no dob on record
Diamond Templeton,miss,4393821,,,,no dob on record
Mahmoud Amr,miss,,,,,
Viaceslav Ivashchuk,miss,,,,,
Kendall Lewis,miss,,,,,
Jeffrey Wright,miss,,,,,
Herbert Goodman,miss,2527865,,,,no dob on record
Nemanja Milakovic,miss,4585093,,,,no dob on record
Jennah Macallister,found,4700618,1990-09-03,USA,2017-06-17,
Danilo Pereira,miss,3010418,,,,no dob on record
Oscar Galvan,miss,5147099,,,,no dob on record
Edwin Smart,found,4687532,1980-07-26,USA,2017-06-02,
Aaron Trecell,found,5228598,1994-02-25,USA,2023-03-18,
Wagner Silva,ambiguous,,,,,2 MMA ids
Mario Nelson,found,4913125,1985-02-15,USA,2017-08-12,
Maolun Wang,miss,,,,,
Samantha Seff,found,5121556,1991-02-04,USA,2020-10-31,
Kosei Sugihara,miss,,,,,
Mariusz Joniak,miss,4751737,,,,no dob on record
Danny Rodriguez,miss,2557406,,,,no dob on record
Jason Godsey,miss,2500154,,,,no dob on record
Elmir Jafarov,miss,,,,,
Boubakar Niakate,miss,,,,,
Jan Finney,miss,2502442,,,,no dob on record
Kazushi Sakuraba,found,2354279,1969-07-14,,2001-03-25,
Chelsea LaGrasse,miss,,,,,
Ruslan Khubejashvili,miss,3960509,,,,no dob on record
Daisuke Yamaguchi,found,4895378,1987-08-24,Japan,2014-09-06,
Marin Moreno,miss,3032280,,,,no dob on record
Zachary Buros-Nash,found,4878560,1990-10-06,USA,2018-09-08,
Ibrahim Hassan,miss,5164385,,,,no dob on record
Frank Valencia,miss,,,,,
Washington Nunes da Silva,found,3153154,1983-02-03,Brazil,2010-09-17,
Zach Cook,miss,,,,,
Artem Egorov,miss,5138670,,,,no dob on record
Richard Pabon,miss,,,,,
Antonio Roberto,ambiguous,,,,,2 MMA ids
Arthur Vieira,rejected,5290960,,,,name mismatch: Arthur de Barros Vieira Rocha
Javier Rendon,miss,3153981,,,,no dob on record
Alberto Blas,found,4683521,1994-10-08,Cuba,2017-11-17,
David Hernandez,ambiguous,,,,,3 MMA ids
Issam Azelhad,miss,,,,,
Mohamed Sayah,found,4662462,1991-03-23,France,2015-05-25,
Vojtech Garba,found,4869259,1996-05-07,Czechia,2016-11-26,
Josh Islas,miss,,,,,
Isaque Silva,miss,4882192,,,,no dob on record
Semmy Schilt,found,2473989,1973-10-27,,1996-07-22,
Guilherme Silva,miss,,,,,
Matt Hunt,miss,2555541,,,,no dob on record
Michael Trujillo,miss,3082410,,,,no dob on record
Arthur Ashton,miss,4683654,,,,no dob on record
Chante Stafford,miss,,,,,
Dom Mar Fan,found,5157806,2000-03-19,Australia,2022-08-20,
Karim Ghajji,found,5157687,1981-01-16,Morocco,2018-05-26,
Eru Takebayashi,miss,,,,,
Irving Molina,found,5367409,1997-01-22,Mexico,2021-03-20,
Gabriel Mota,found,4868130,1992-04-01,USA,2017-09-09,
Yafei Zhao,miss,,,,,
Edgar Serna,miss,,,,,
Phillip Jackson,miss,,,,,
Austin Tadlock,miss,,,,,
Taylor Sullivan,miss,,,,,
Gavit Manzano,miss,,,,,
Jixie Molapo,miss,,,,,
Tivon Taylor,miss,,,,,
Kota Funaki,miss,,,,,
Pete Rogers Jr.,found,2977092,1975-09-07,,2012-03-30,
Alexey Makhno,found,4073942,1990-05-16,Russia,2012-10-13,
Samuel James,miss,5105312,,,,no dob on record
Tyler Rose,miss,4020443,,,,no dob on record
Jacob Ycaro,miss,,,,,
Alan Varela,miss,,,,,
Ulugbek Rakhmonov,miss,,,,,
Marcos Vinicius Schmitz,found,4350782,1990-11-21,Brazil,2013-04-07,
Maylon Sousa,miss,,,,,
Vicente Marquez Enriquez,found,5126152,1984-11-01,Spain,2014-11-30,
Zhe Li,miss,5223748,,,,no dob on record
Tatsuya Karasawa,miss,,,,,
Frank Bispo,miss,,,,,
Alex Rodrigues,ambiguous,,,,,2 MMA ids
Reinaldo Inocencio Conde,found,4701114,1993-03-03,Cuba,2015-07-17,
Naomi Harvey,miss,5058422,,,,no dob on record
Pedro Fontinele,miss,,,,,
Baranok Mehmet Egemen,miss,,,,,
Marissa Ellis,miss,,,,,
Bruno Suzano,miss,,,,,
Jhen Buzon,miss,,,,,
Ana Carolina da Silva Nascimento,found,4601330,1998-05-06,Brazil,2018-05-05,
Gabriel Fuksz,miss,,,,,
Josh Foster,miss,2966921,,,,no dob on record
Rocky Rosas,miss,4867796,,,,no dob on record
Geronimo dos Santos,found,2498641,1980-08-18,Brazil,2008-03-01,
Mark Alcoba,miss,5210743,,,,no dob on record
Zach Winters,miss,,,,,
Trevor Loken,miss,,,,,
Pierre Ba,miss,4238120,,,,no dob on record
Estabili Amato,found,4868778,1999-05-25,Portugal,2019-02-22,
Oleksandr Horshechnik,miss,,,,,
Myles Bryant,miss,,,,,
Thiago Dela Coleta,miss,,,,,
Liane Souza De Barros,miss,,,,,
Kyohei Kurose,miss,,,,,
Lina Fayyad,miss,,,,,
Yoshiko Onoda,miss,,,,,
Evgeny Sibirskiy-Manko,miss,4896578,,,,no dob on record
Hayden Critchfield,miss,3158683,,,,no dob on record
Henry Guerra,miss,,,,,
Naoto Harada,miss,,,,,
Morgane Ribout,found,5130183,1988-01-11,France,2018-04-07,
Cristina Crist,rejected,3972432,,,,name mismatch: Cristina Stanciu
Yuri Hernandez,miss,,,,,
Terry Welch,miss,,,,,
Keith Forant,miss,5074163,,,,no dob on record
Hidetsuna Tsujimura,miss,,,,,
James Cowan,miss,,,,,
Treyvon Kentrell Coker,miss,,,,,
Shintaro Kubo,miss,,,,,
Hermes Franca,found,2335708,1974-08-27,Brazil,2003-09-26,
Ken Hunt,miss,4881350,,,,no dob on record
Jose Zuniga Herrera,miss,,,,,
Hibiki Tejima,miss,,,,,
Taiga Urabe,miss,,,,,
Kishvar Khudoyorov,miss,,,,,
Toshiyuki Okudaira,miss,,,,,
Randy Jones,miss,4890908,,,,no dob on record
Gilberto Santos,ambiguous,,,,,3 MMA ids
Koshi Obata,miss,,,,,
Jason Jenkins,found,4024134,1989-02-18,Wales,2017-04-30,
Yutoku Umeki,miss,,,,,
Naohiro Takaoka,found,3164104,1986-10-10,,2012-10-06,
Gregory Smith,found,5147394,1990-12-14,USA,2019-09-28,
Julian Baez,found,4875314,1995-06-15,USA,2017-12-08,
Mario Zgela,miss,4331570,,,,no dob on record
Chris Renwick,miss,,,,,
Smoky Smoky,miss,,,,,
Nathan Pierce,found,4941966,1992-10-21,USA,2021-02-06,
Ricardo Ramirez,found,5204377,1993-07-09,Mexico,2022-01-29,
Nattawut Kaewkhuanchum,miss,,,,,
Dion Staring,found,2495231,1978-06-09,,2013-10-25,
Evelin Gomes,miss,,,,,
Cody Rolling,found,4821082,1988-06-04,USA,2020-08-13,
Marcus Walston,miss,5310098,,,,no dob on record
Juri Ohara,found,4415121,1990-11-02,Japan,2011-02-27,
Sabriye Sengul,found,4603391,1988-11-12,Türkiye,2019-11-23,
Franklyn Rodrigues,miss,5088538,,,,no dob on record
Willian Valentim,miss,5147676,,,,no dob on record
Burenzorig Batmunkh,found,3103633,1985-09-25,Mongolia,2017-11-27,
Austin McCray,miss,,,,,
Arthur Cesar Jacintho,miss,,,,,
Yua Osawa,miss,,,,,
Nicholas Badis,miss,4702566,,,,no dob on record
Mindaugas Smirnovas,miss,3110276,,,,no dob on record
Andre Kase,miss,2560962,,,,no dob on record
Malik Merad,miss,3074086,,,,no dob on record
Cathal Pendred,found,3025283,1987-09-02,Ireland,2010-12-04,
Daisuke Suzuki,miss,,,,,
Jayden Eynaud,miss,5146258,,,,no dob on record
Jorge Dominguez,miss,5086402,,,,no dob on record
Travis Creamer,miss,,,,,
Kosuke Mikami,miss,,,,,
Robert Sarkozi,miss,2558068,,,,no dob on record
Maraya Miller,miss,5000982,,,,no dob on record
Jose Mercado,miss,,,,,
Anthony Castrejon,found,5076046,1991-03-12,USA,2016-08-19,
Ilir Latifi,found,2957596,1982-07-28,Albania,2013-04-06,
Jose Loera,miss,,,,,
Osamu Mori,miss,,,,,
Dan Good,miss,,,,,
Cesar Guerrero,miss,5074158,,,,no dob on record
Andre Rodrigues,miss,,,,,
Gina Mazany,found,4082113,1988-08-19,USA,2017-02-19,
Eduard Demenko,found,5389074,1996-04-01,Ukraine,2020-08-10,
Yuga Toma,miss,,,,,
Marcin Wrzosek,found,3155862,1987-10-14,Poland,2012-11-17,
Daniel Brunclik,miss,,,,,
Steve Polifonte,miss,3151937,,,,no dob on record
David Habran Valle Davila,miss,,,,,
Jonathan Enriquez,found,5216682,1990-12-09,USA,2019-06-21,
Vladimir Segura,miss,,,,,
Thiago Fernandes de Almeida,miss,,,,,
Michael Rirsch,found,4079329,1986-04-05,Austria,2014-02-01,
Joe Richardson,found,3074841,1988-06-03,,2011-09-03,
Justin Osborn,miss,,,,,
Radek Sopov,miss,,,,,
Matt Mazurek,found,4018758,1984-01-24,USA,2012-08-25,
Hipa Fouvale,miss,4690551,,,,no dob on record
Humberto Martinez,miss,3571471,,,,no dob on record
Shusuke Kawabata,miss,,,,,
Hideyuki Okudaira,miss,,,,,
Myron Smith,miss,,,,,
Zlata Sheftor,found,4711719,1987-08-06,Russia,2016-12-25,
Yutaka Kobayashi,found,3084520,1985-05-01,Japan,2006-08-04,
Fernanda Servalho,miss,,,,,
Youness Mandor,miss,,,,,
Alexandre Castro,miss,,,,,
Lucia Krajcovic,miss,,,,,
Kana Hyatt,miss,2555206,,,,no dob on record
Nezzar Dimes,miss,,,,,
Wesley Cesar Targino,miss,,,,,
Alan Vieira,found,5220467,1976-10-09,Brazil,2017-07-08,
Ashton Caniglia,found,5083031,1992-02-27,USA,2019-11-22,
Kiyonobu Nishikata,found,5142296,1984-10-23,Japan,2007-11-11,
Dominic Waters,ambiguous,,,,,2 MMA ids
Kouki Kato,miss,,,,,
Avi Jack,miss,3903203,,,,no dob on record
Kirk Hubble,miss,,,,,
Unterio Gladney,miss,,,,,
Shohei Takamatsu,miss,,,,,
Nico Allego,miss,,,,,
Addison ONeil,miss,,,,,
James Bawden,found,5111472,1986-02-18,England,2019-03-30,
Tomoya Omura,miss,,,,,
Tatsuya Tahara,miss,5070419,,,,no dob on record
Motonori Takiguchi,miss,,,,,
Keyi Wu,miss,,,,,
Aaron Walker,miss,,,,,
Alejandro Castillo,miss,,,,,
William Baxter,miss,,,,,
Onur Caglar,miss,4311139,,,,no dob on record
Dylan Reischman,miss,,,,,
Marcus Leach II,miss,,,,,
Benjamin Vasquez,miss,,,,,
Rowdy Akers,miss,4349231,,,,no dob on record
Claudia Baril,miss,,,,,
Hiroya Kondo,miss,,,,,
Nadine Abbott Bissett,miss,,,,,
Luke Pustay,miss,,,,,
Larry Passos Vargas,miss,,,,,
Jasser BelKilani,miss,,,,,
Levi Avera,miss,2515904,,,,no dob on record
Alejandro Luna,miss,,,,,
Cody Vidal,miss,4744167,,,,no dob on record
Lucas Gaspar,miss,5346759,,,,no dob on record
Josie Blaber,miss,5146933,,,,no dob on record
Khamzat Chagaev,miss,,,,,
Alfred Jones,miss,3948575,,,,no dob on record
Rohan Mitchell,miss,5136783,,,,no dob on record
Nathan Jessimer,miss,4894935,,,,no dob on record
Carlos Valadez,miss,,,,,
Craig Fairley,found,4687115,1992-03-25,USA,2017-01-27,
Dallas Blake Manspile,miss,,,,,
Ross Pearson,found,2502444,1984-09-26,England,2011-08-27,
Fernando Di Pierro,found,3154025,1980-05-12,,2011-08-17,
Zurimay Santana,miss,,,,,
Masaya Oshiro,found,5194557,1991-05-25,Japan,2019-06-16,
Ryan Spillane,miss,5101135,,,,no dob on record
Wisam Mamoka,miss,4876268,,,,no dob on record
Frank Posko,found,5083028,1995-09-18,USA,2021-11-20,
Robert Gidron,found,4712330,1992-05-14,USA,2016-06-25,
Brandon Uruchurtu,found,5310986,1996-09-09,Mexico,2016-12-10,
Jobson Santos Nogueira,found,4870272,1988-04-09,Brazil,2015-04-11,
Jimmy Jordan,miss,4218554,,,,no dob on record
Joe Ray Vaiza III,miss,,,,,
Andrew Carron,miss,3031800,,,,no dob on record
Christopher Plasencia,miss,4699927,,,,no dob on record
Peter Lucitt,miss,,,,,
Sari Hleihil,miss,5143479,,,,no dob on record
Jakub Bele,miss,5076089,,,,no dob on record
Lidia Helena,miss,,,,,
Monty Klistoff,miss,4903320,,,,no dob on record
Ilya Kurzanov,miss,3153223,,,,no dob on record
Angie Keller Gutierrez,miss,4905629,,,,no dob on record
Melvin Lopez,miss,,,,,
Eduardo Varela,miss,,,,,
Rafael Augusto Ferreira,miss,,,,,
Steven Merrill,found,4342233,1989-11-17,USA,2016-10-22,
Isao Fukunaga,miss,,,,,
Valerie Wong,miss,5077672,,,,no dob on record
Ghiles Oudelha,found,5135143,1993-11-17,France,2017-05-13,
Whittany Pyles,found,4350797,1991-05-10,USA,2018-03-24,
Rikiya Tsujikawa,miss,,,,,
Marcin Lasota,found,3093246,1989-10-11,,2012-04-07,
Carey Vanier,miss,2506263,,,,no dob on record
Taisuke Okuno,found,2509761,1977-03-01,,2009-08-30,
Roy Sarabia,miss,,,,,
Kai Lu,found,5068742,1994-03-01,China,2021-11-13,
Koichi Watanuki,miss,,,,,
Christine Ferea,miss,4078697,,,,no dob on record
Dustin Smith,miss,4214229,,,,no dob on record
Fred Freeman,found,4278468,1988-12-04,,2017-03-03,
Tony Quintero,miss,3093628,,,,no dob on record
Vanessa Rico Fernandez,miss,3902705,,,,no dob on record
Roberto Villalobos,miss,,,,,
Justin Mead,miss,,,,,
Shin Chiba,miss,,,,,
Francois Groenewald,miss,,,,,
Moziah Clark,miss,,,,,
Ray Ostrander,found,4686647,1987-09-02,USA,2019-05-10,
Wesley McCracken,found,5157678,1992-10-11,USA,2017-03-18,
Alexey Pastorov,found,4884883,1986-06-30,Russia,2015-04-17,
Rinat Rizman,miss,,,,,
Marvin Chavez Garcia,miss,,,,,
Matt Murray,miss,,,,,
Kengo Fujimura,miss,,,,,
Lindsay Garbatt,found,4292603,1982-09-25,Canada,2015-08-08,
Vladimir Byalobzitsky,miss,4074016,,,,no dob on record
Henry Martinez,found,2558166,1983-08-07,USA,2007-04-21,
Aaron Reese,miss,4795275,,,,no dob on record
Wanderley Freitas Mendonca,miss,,,,,
Peter Krizanovic,miss,,,,,
Ilya Lupinov,miss,,,,,
Chris Disonell,found,4573043,1992-12-11,USA,2018-05-04,
Brandon Meneses,miss,,,,,
Feraris Golden Jr.,found,4873393,1991-12-27,USA,2019-12-07,
Kuerban Wubukasimu,miss,4895392,,,,no dob on record
Brett Shoenfelt,found,3153259,1989-07-07,USA,2011-10-08,
Satoshi Inaba,found,3161997,1984-06-21,Japan,2007-07-15,
Jared McLoughlin,found,4687180,1999-04-21,USA,2017-12-08,
Miguel Angel Sosa,miss,,,,,
Suellen Jesus Brito,miss,,,,,
Hikaru Sato,miss,2501514,,,,no dob on record
Kyles Vang,found,5138567,1992-02-21,USA,2021-09-24,
Miguel Angel Pacheco,miss,,,,,
Aktilek Jumabek,miss,4291180,,,,no dob on record
Nik Austermiller,miss,,,,,
Eder Gama,ambiguous,,,,,2 MMA ids
Jimmy Lugo,miss,4705598,,,,no dob on record
Tokuaki Ninomiya,found,5212342,1985-05-25,Japan,2005-10-23,
Brandon Sly,miss,5078265,,,,no dob on record
Marian Jakubik,miss,4294888,,,,no dob on record
Zehao Zhang,miss,,,,,
Edgar Diaz,ambiguous,,,,,2 MMA ids
Ozzy Chavez,miss,5236299,,,,no dob on record
Kurt Pellegrino,found,2335812,1979-05-07,,2004-07-25,
Dervin Lopez,miss,3115942,,,,no dob on record
Colton Herrera,miss,,,,,
Vando de Almeida,miss,4292431,,,,no dob on record
Jose Luis Rios,ambiguous,,,,,2 MMA ids
Paulo Ricardo Rodrigues,found,4915928,1991-01-10,Brazil,2013-08-04,
Yoshitaka Abe,found,3084184,1981-07-20,,2008-03-16,
Kyle Nickle,miss,5105328,,,,no dob on record
Ken Nakano,found,5209438,1991-05-16,Japan,2017-05-21,
Douglas Evans,found,2354435,1980-10-10,,2007-06-23,
Justin Trangsrud,miss,,,,,
Takayuki Iijima,found,3120929,1991-04-04,,2011-12-17,
Tetsuo Uehata,found,3019106,1978-10-16,,2005-10-23,
Masaya Hara,miss,,,,,
Hideaki Iwasaki,miss,,,,,
Sang Kwon Han,found,5289850,1996-03-21,South Korea,2022-11-13,
Mitsuyoshi Onuki,miss,,,,,
Rolando Bedoya,found,5125178,1997-01-13,Peru,2015-07-15,
Andrey Syrovatkin,miss,4205098,,,,no dob on record
Elizabeth Phillips,found,3034801,1986-08-20,USA,2012-09-15,
Daniel Hodor,miss,,,,,
Justin Lesko,found,4573910,1987-04-22,,2015-04-25,
Daniel Hernandez,miss,,,,,
Natalie King,found,4914324,1982-12-22,USA,2017-06-24,
Marvin Blumer,found,3130879,1982-02-18,,2014-02-22,
Geoffrey Mellor,rejected,4806325,,,,name mismatch: Geoffrey Thomas Mellor
